name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
RPLL,2021-03-06,33,25,29,36,25,30.8,21.2,63.9,0,0,0,,,,,20.5,94.9,1014.2,25,10,289.3,24.9,10,,2021-03-06T06:09:44,2021-03-06T18:05:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-03-07,34,25,28.6,36.4,25,30.4,20.8,63.5,2.3,100,54.17,rain,,,38.9,18.4,91.9,1013.5,25,10,283.9,24.5,9,,2021-03-07T06:09:06,2021-03-07T18:05:11,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-03-08,33,25,28.1,36.9,25,29.9,21.1,66.4,17.8,100,100,rain,,,,18,86.1,1013.6,52.3,10,293.1,25.5,10,,2021-03-08T06:08:27,2021-03-08T18:05:21,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-09,32,25,28,35.4,25,29.8,21.2,66.9,21.2,100,91.67,rain,,,,19.1,78.2,1013.9,50.6,10,289.4,25,9,,2021-03-09T06:07:48,2021-03-09T18:05:30,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-10,33,23,28.6,35.2,23,29.6,19.8,60.5,5.3,100,33.33,rain,,,180,36,71.2,1013.6,28.1,10,288.9,25,10,,2021-03-10T06:07:08,2021-03-10T18:05:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,RPLL
RPLL,2021-03-11,34,24,28.5,35.7,24,29.6,19.8,60.3,6.2,100,66.67,rain,,,44.6,27.7,76.1,1013.6,27.1,10,284.8,24.6,10,,2021-03-11T06:06:28,2021-03-11T18:05:48,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-03-12,31,24,27.5,34.4,24,29.1,21.6,70.2,37.3,100,100,rain,,,,211.3,65,1012.3,73.8,10,126.6,11,4,,2021-03-12T06:05:47,2021-03-12T18:05:56,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-13,30,24,26.8,33.2,24,28.5,22.5,77.7,16.7,100,100,rain,,,,18.4,64.4,1011.7,92,9.7,136.7,11.8,4,,2021-03-13T06:05:07,2021-03-13T18:06:05,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-14,30,26,27.5,33.2,26,29.2,22.3,73.6,20.7,100,100,rain,,,,15.1,85.2,1009.8,87.9,10,200.8,17.4,7,,2021-03-14T06:04:26,2021-03-14T18:06:13,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-15,31,25,27.5,36.4,25,29.9,23.7,80.6,6,100,100,rain,,,,13,89.2,1009.3,83.2,9.9,224.6,19.3,8,,2021-03-15T06:03:44,2021-03-15T18:06:20,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-16,34,25,28.5,40.5,25,31.7,24.3,79.3,2,100,79.17,rain,,,,20.5,131.5,1009.6,58.5,9.8,242.5,20.8,8,,2021-03-16T06:03:03,2021-03-16T18:06:28,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-17,35,27,29.7,39.4,30,34.3,24.2,73.6,0.8,100,33.33,rain,,,,20.5,140.3,1009.8,46,10,222.4,19.1,8,,2021-03-17T06:02:21,2021-03-17T18:06:35,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,RPLL
RPLL,2021-03-18,35,24.4,30.3,41.8,24.4,35.5,24.4,72.1,0.6,100,25,rain,,,,14.8,99.4,1009.1,63,9.9,187.6,16.1,7,,2021-03-18T06:01:39,2021-03-18T18:06:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"RPLL,remote"
RPLL,2021-03-19,33,26,29.8,40.5,26,34.3,23.8,70.7,0.1,100,4.17,rain,,,,20.5,83.3,1008.5,41.2,10,201.3,17.3,7,,2021-03-19T06:00:57,2021-03-19T18:06:50,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,RPLL
RPLL,2021-03-20,35,27,30.1,40.5,29.5,34.7,23.6,69,1.7,100,66.67,rain,,,,14.8,97.8,1007.7,40.7,10,241.4,20.9,9,,2021-03-20T06:00:15,2021-03-20T18:06:56,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-03-21,33,27,29.9,39.1,29.1,34,23.3,68.1,2.1,100,87.5,rain,,,,20.5,88.1,1008.6,42.3,10,243.6,21.1,8,,2021-03-21T05:59:32,2021-03-21T18:07:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-22,34,26,29.7,40.5,26,33.6,23.2,68.6,13.8,100,100,rain,,,40.7,20.5,91.3,1011.5,63.2,10,195.7,17,7,,2021-03-22T05:58:50,2021-03-22T18:07:10,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-23,33,27,29.3,36.9,28.7,31.8,21.2,61.9,12,100,100,rain,,,252,36,77.4,1012.3,58.5,10,243,21,8,,2021-03-23T05:58:07,2021-03-23T18:07:16,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-24,33,26,28.9,38,26,32.1,22.6,69.2,3,100,100,rain,,,,22.3,97.6,1011.3,46,9.9,274,23.6,9,,2021-03-24T05:57:25,2021-03-24T18:07:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-25,34,26,29.5,39.2,26,32.5,22.3,66.2,0.6,100,25,rain,,,,20.5,88.7,1010.8,26,10,309.6,26.6,10,,2021-03-25T05:56:42,2021-03-25T18:07:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-03-26,34,25,29.7,39.2,25,32.8,22.2,64.9,4.4,100,91.67,rain,,,,25.9,90.6,1010.3,34.9,10,299.7,26,10,,2021-03-26T05:56:00,2021-03-26T18:07:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-03-27,34,26,29.8,39.2,26,33.4,22.9,67.2,2.2,100,45.83,rain,,,,16.6,106,1009.5,27.1,10,298,25.7,10,,2021-03-27T05:55:17,2021-03-27T18:07:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-03-28,35,24.9,30.1,40.5,24.9,33.5,22.8,66,0.4,100,16.67,rain,,,,14.8,109.5,1008.6,38.5,10,313.1,27,10,,2021-03-28T05:54:34,2021-03-28T18:07:48,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"RPLL,remote"
RPLL,2021-03-29,35,27,30.5,43,29.5,34.7,23.1,65.7,1,100,33.33,rain,,,,36,95.1,1007.6,28.1,10,306.5,26.4,10,,2021-03-29T05:53:52,2021-03-29T18:07:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,RPLL
RPLL,2021-03-30,35,26,30.4,39.4,26,33.9,22.3,62.7,0,0,0,,,,,14.8,105.9,1006.8,33.3,10,309,26.7,10,,2021-03-30T05:53:10,2021-03-30T18:08:01,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-03-31,34,26,30.2,40.5,26,34.4,23.2,66.7,0,0,0,,,,,18.4,99,1006.4,45.4,10,306.4,26.5,10,,2021-03-31T05:52:27,2021-03-31T18:08:08,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-04-01,34,26,30,39.2,26,33.3,22.8,66.5,0,0,0,,,,,20.5,101.2,1007.2,24.1,10,316,27.1,10,,2021-04-01T05:51:45,2021-04-01T18:08:14,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-04-02,34,25,29.5,37.2,25,31.6,20.9,60.8,0,0,0,,,,37.1,18.4,108,1008.8,25,10,310.2,26.8,10,,2021-04-02T05:51:03,2021-04-02T18:08:20,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-04-03,34,24,29.7,38.2,24,32.2,21.3,61.5,0,0,0,,,,,18.4,109.3,1009,25,10,317,27.3,10,,2021-04-03T05:50:22,2021-04-03T18:08:27,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-04-04,34,25,29.5,40.5,25,32.7,22.4,66,0,0,0,,,,35.3,16.6,96,1009.3,31.3,10,301.1,25.9,10,,2021-04-04T05:49:40,2021-04-04T18:08:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,RPLL
RPLL,2021-04-05,35,26,29.6,40.5,26,32.7,22.5,66.8,0.7,100,29.17,rain,,,,20.5,90.2,1011.2,40.7,9.6,295,25.3,10,,2021-04-05T05:48:59,2021-04-05T18:08:41,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,RPLL
RPLL,2021-04-06,33,26,29.7,38,26,33,22.5,66.1,0,0,0,,,,,16.6,96,1011.5,32.3,9.8,289.7,24.8,10,,2021-04-06T05:48:18,2021-04-06T18:08:47,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,RPLL
RPLL,2021-04-07,32,26,28.6,35.7,26,30.8,21.8,67.3,0.1,100,4.17,rain,,,,18.4,97,1010.8,36.5,9.9,296.2,25.7,10,,2021-04-07T05:47:37,2021-04-07T18:08:55,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,RPLL
RPLL,2021-04-08,33,26,29.3,36.9,26,31.6,21.3,62.8,0.3,100,12.5,rain,,,,20.5,105.8,1009.5,47.5,10,300.7,25.9,10,,2021-04-08T05:46:56,2021-04-08T18:09:02,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,RPLL
RPLL,2021-04-09,32,27,29.1,35.7,28.7,31.9,21.9,65.4,1.6,100,54.17,rain,,,,16.6,101.4,1010,51.2,9.9,296.5,25.4,10,,2021-04-09T05:46:16,2021-04-09T18:09:09,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-04-10,34,26,29.5,36.4,26,31.6,21,61.2,0.4,100,16.67,rain,,,37.1,20.5,86,1012.2,32.3,10,316.6,27.4,10,,2021-04-10T05:45:36,2021-04-10T18:09:17,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-04-11,34,25,29.4,37.2,25,31.2,20.7,61,1.7,100,37.5,rain,,,37.1,16.6,91.9,1013.2,33.3,10,319.3,27.5,10,,2021-04-11T05:44:57,2021-04-11T18:09:24,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,RPLL
RPLL,2021-04-12,33,25,29.1,38,25,31.4,21.4,63.6,2.5,100,41.67,rain,,,,14.8,70.7,1012.4,42.8,10,314.9,27.2,10,,2021-04-12T05:44:18,2021-04-12T18:09:32,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,RPLL
RPLL,2021-04-13,33,26,29.3,39.1,26,33.2,23.5,71.5,4.7,100,100,rain,,,,13,19.8,1010.8,49.1,10,287.2,24.8,10,,2021-04-13T05:43:39,2021-04-13T18:09:40,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
RPLL,2021-04-14,33,27,30.1,39.1,30,34.5,23.6,69.1,7,100,100,rain,,,,13,80.1,1009.6,44.4,9.9,215.5,18.7,8,,2021-04-14T05:43:01,2021-04-14T18:09:49,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,RPLL
